LEFT SETPOINT, RIGHT SETPOINT, LEFT VEL, RIGHT VEL, LEFT RAW VEL, RIGHT RAW VEL, LEFT CURR, LEFT RAW CURR, RIGHT CURR, RIGHT RAW CURR, VOLT, TEMP
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,0,0
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,0,0
0,0,0,0,0,0,0.195503421309867,501,0.195503421309867,501,0,0
0,0,0,0,0,0,0.195503421309867,501,0.0488758553274651,499,0,0
0,0,0,0,0,0,0.342130987292276,503,0.0488758553274651,499,0,0
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,0,0
0,0,0,0,0,0,0.195503421309867,501,0.0488758553274651,499,0,0
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.78201368523949,509,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,-0.293255131964811,495,0.195503421309867,501,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.195503421309867,501,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.1745356018797
0,0,0,0,0,0,-0.0977517106549371,497,0.0488758553274651,499,25.2038284296349,16.1745356018797
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.1745356018797
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.1745356018797
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.1745356018797
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.1745356018797
0,0,0,0,0,0,0.0488758553274651,499,0.195503421309867,501,25.2038284296349,16.1745356018797
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.1745356018797
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.195503421309867,501,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.195503421309867,501,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.195503421309867,501,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.928641251221892,511,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.195503421309867,501,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.195503421309867,501,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.195503421309867,501,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.195503421309867,501,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,-0.0977517106549371,497,25.2038284296349,16.0884057644142
0,0,0,0,0,0,-0.293255131964811,495,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,-0.0977517106549371,497,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.195503421309867,501,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.195503421309867,501,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.0884057644142
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.2038284296349,16.0884057644142
