LEFT SETPOINT, RIGHT SETPOINT, LEFT VEL, RIGHT VEL, LEFT RAW VEL, RIGHT RAW VEL, LEFT CURR, LEFT RAW CURR, RIGHT CURR, RIGHT RAW CURR, VOLT, TEMP
0,0,0,0,0,0,-0.293255131964811,495,0.0488758553274651,499,0,0
0,0,0,0,0,0,-0.0977517106549371,497,0.0488758553274651,499,0,0
0,0,0,0,0,0,-0.293255131964811,495,-0.293255131964811,495,0,0
0,0,0,0,0,0,-0.293255131964811,495,0.0488758553274651,499,0,0
0,0,0,0,0,0,-0.0977517106549371,497,0.0488758553274651,499,25.3456221198157,16.5188939886527
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.3456221198157,16.5188939886527
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.3456221198157,16.5188939886527
0,0,0,0,0,0,0.0488758553274651,499,-0.0977517106549371,497,25.3456221198157,16.5188939886527
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.3456221198157,16.5188939886527
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.3456221198157,16.5188939886527
0,0,0,0,0,0,0.0488758553274651,499,-0.293255131964811,495,25.3456221198157,16.5188939886527
0,0,0,0,0,0,-0.0977517106549371,497,-0.293255131964811,495,25.3456221198157,16.5188939886527
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.4874158099965,16.5188939886527
0,0,0,0,0,0,0.0488758553274651,499,-0.0977517106549371,497,25.4874158099965,16.5188939886527
0,0,0,0,0,0,0.195503421309867,501,0.0488758553274651,499,25.4874158099965,16.5188939886527
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.4874158099965,16.5188939886527
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.4874158099965,16.5188939886527
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.4874158099965,16.5188939886527
0,0,0,0,0,0,0.0488758553274651,499,-0.0977517106549371,497,25.4874158099965,16.5188939886527
0,0,0,0,0,0,-0.293255131964811,495,0.0488758553274651,499,25.4874158099965,16.5188939886527
0,0,0,0,0,0,-0.0977517106549371,497,-0.293255131964811,495,25.4165189649061,16.5188939886527
0,0,0,0,0,0,0.0488758553274651,499,-0.293255131964811,495,25.4165189649061,16.5188939886527
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.4165189649061,16.5188939886527
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.4165189649061,16.5188939886527
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.4165189649061,16.5188939886527
0,0,0,0,0,0,-0.0977517106549371,497,-0.293255131964811,495,25.4165189649061,16.5188939886527
0,0,0,0,0,0,-0.293255131964811,495,-0.0977517106549371,497,25.4165189649061,16.5188939886527
0,0,0,0,0,0,0.0488758553274651,499,-0.293255131964811,495,25.4165189649061,16.5188939886527
0,0,0,0,0,0,0.0488758553274651,499,-0.293255131964811,495,25.3456221198157,16.5188939886527
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.3456221198157,16.5188939886527
0,0,0,0,0,0,-0.293255131964811,495,0.928641251221892,511,25.3456221198157,16.5188939886527
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.3456221198157,16.5188939886527
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.3456221198157,16.5188939886527
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.3456221198157,16.5188939886527
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.3456221198157,16.5188939886527
0,0,0,0,0,0,-0.0977517106549371,497,-0.293255131964811,495,25.3456221198157,16.5188939886527
0,0,0,0,0,0,-0.0977517106549371,497,0.0488758553274651,499,25.4874158099965,16.4328271092233
0,0,0,0,0,0,0.0488758553274651,499,0.195503421309867,501,25.4874158099965,16.4328271092233
0,0,0,0,0,0,0.0488758553274651,499,-0.293255131964811,495,25.4874158099965,16.4328271092233
0,0,0,0,0,0,-0.0977517106549371,497,-0.293255131964811,495,25.4874158099965,16.4328271092233
0,0,0,0,0,0,0.0488758553274651,499,0.195503421309867,501,25.4874158099965,16.4328271092233
0,0,0,0,0,0,-0.0977517106549371,497,-0.293255131964811,495,25.4874158099965,16.4328271092233
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.4874158099965,16.4328271092233
0,0,0,0,0,0,-0.0977517106549371,497,0.0488758553274651,499,25.4874158099965,16.4328271092233
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.3456221198157,16.4328271092233
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.3456221198157,16.4328271092233
0,0,0,0,0,0,0.0488758553274651,499,-0.0977517106549371,497,25.3456221198157,16.4328271092233
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.3456221198157,16.4328271092233
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.3456221198157,16.4328271092233
0,0,0,0,0,0,-0.293255131964811,495,0.0488758553274651,499,25.3456221198157,16.4328271092233
0,0,0,0,0,0,0.0488758553274651,499,-0.293255131964811,495,25.3456221198157,16.4328271092233
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.3456221198157,16.4328271092233
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.4874158099965,16.4328271092233
0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.4874158099965,16.4328271092233
