TIMESTAMP, LEFT SETPOINT, RIGHT SETPOINT, LEFT VEL, RIGHT VEL, LEFT RAW VEL, RIGHT RAW VEL, LEFT CURR, LEFT RAW CURR, RIGHT CURR, RIGHT RAW CURR, VOLT, TEMP
2019-03-02 19:09:34.963,0,0,0,0,0,0,0.0488758553274651,499,0.195503421309867,501,25.771003190358,24.2915181952646
2019-03-02 19:09:35.028,0,0,0,0,0,0,0.342130987292276,503,0.342130987292276,503,25.771003190358,24.2915181952646
2019-03-02 19:09:35.096,0,0,0,0,0,0,0.342130987292276,503,0.195503421309867,501,25.771003190358,24.2915181952646
2019-03-02 19:09:35.194,0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.771003190358,24.2915181952646
2019-03-02 19:09:35.263,0,0,0,0,0,0,0.0488758553274651,499,0.342130987292276,503,25.771003190358,24.2915181952646
2019-03-02 19:09:35.332,0,0,0,0,0,0,0.195503421309867,501,0.0488758553274651,499,25.771003190358,24.2915181952646
2019-03-02 19:09:35.400,0,0,0,0,0,0,0.195503421309867,501,0.0488758553274651,499,25.771003190358,24.2915181952646
2019-03-02 19:09:35.470,0,0,0,0,0,0,0.195503421309867,501,0.0488758553274651,499,25.771003190358,24.2915181952646
2019-03-02 19:09:35.573,0,0,0,0,0,0,0.342130987292276,503,0.195503421309867,501,25.9127968805388,24.2915181952646
2019-03-02 19:09:35.642,0,0,0,0,0,0,0.195503421309867,501,0.342130987292276,503,25.9127968805388,24.2915181952646
2019-03-02 19:09:35.711,0,0,0,0,0,0,0.195503421309867,501,0.342130987292276,503,25.9127968805388,24.2915181952646
2019-03-02 19:09:35.784,0,0,0,0,0,0,0.195503421309867,501,0.342130987292276,503,25.9127968805388,24.2915181952646
2019-03-02 19:09:35.851,0,0,0,0,0,0,0.195503421309867,501,0.195503421309867,501,25.9127968805388,24.2915181952646
2019-03-02 19:09:35.919,0,0,0,0,0,0,0.342130987292276,503,0.342130987292276,503,25.9127968805388,24.2915181952646
2019-03-02 19:09:36.017,0,0,0,0,0,0,0.195503421309867,501,0.195503421309867,501,25.9127968805388,24.2915181952646
2019-03-02 19:09:36.086,0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.9127968805388,24.2915181952646
2019-03-02 19:09:36.155,0,0,0,0,0,0,0.0488758553274651,499,0.78201368523949,509,25.7001063452676,24.2915181952646
2019-03-02 19:09:36.223,0,0,0,0,0,0,0.342130987292276,503,0.195503421309867,501,25.7001063452676,24.2915181952646
2019-03-02 19:09:36.330,0,0,0,0,0,0,0.195503421309867,501,0.0488758553274651,499,25.7001063452676,24.2915181952646
2019-03-02 19:09:36.396,0,0,0,0,0,0,0.195503421309867,501,0.342130987292276,503,25.7001063452676,24.2915181952646
2019-03-02 19:09:36.467,0,0,0,0,0,0,0.342130987292276,503,0.195503421309867,501,25.7001063452676,24.2915181952646
2019-03-02 19:09:36.536,0,0,0,0,0,0,0.195503421309867,501,0.195503421309867,501,25.7001063452676,24.2915181952646
2019-03-02 19:09:36.605,0,0,0,0,0,0,0.195503421309867,501,0.195503421309867,501,25.7001063452676,24.2915181952646
2019-03-02 19:09:36.675,0,0,0,0,0,0,0.342130987292276,503,0.195503421309867,501,25.7001063452676,24.2915181952646
2019-03-02 19:09:36.771,0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.771003190358,24.2915181952646
2019-03-02 19:09:36.840,0,0,0,0,0,0,0.0488758553274651,499,0.342130987292276,503,25.771003190358,24.2915181952646
2019-03-02 19:09:36.909,0,0,0,0,0,0,0.195503421309867,501,0.0488758553274651,499,25.771003190358,24.2915181952646
2019-03-02 19:09:36.977,0,0,0,0,0,0,0.0488758553274651,499,0.0488758553274651,499,25.771003190358,24.2915181952646
2019-03-02 19:09:37.045,0,0,0,0,0,0,0.195503421309867,501,0.342130987292276,503,25.771003190358,24.2915181952646
2019-03-02 19:09:37.150,0,0,0,0,0,0,0.342130987292276,503,0.195503421309867,501,25.771003190358,24.2915181952646
2019-03-02 19:09:37.225,0,0,0,0,0,0,0.342130987292276,503,0.195503421309867,501,25.771003190358,24.2915181952646
2019-03-02 19:09:37.293,0,0,0,0,0,0,0.0488758553274651,499,0.342130987292276,503,25.771003190358,24.2915181952646
2019-03-02 19:09:37.359,0,0,0,0,0,0,0.195503421309867,501,0.195503421309867,501,25.771003190358,24.2915181952646
